instance_id,property,value,source,resource_id,mapped_property,normalized_value
https://id.analoggamemuseum.org/api/items/1084,product_name,セグメント・セブン,AI,B93,name,セグメント・セブン
https://id.analoggamemuseum.org/api/items/1084,components,カードサイズ:レギュラー/63×88mm,AI,B93,component,カードサイズレギュラー63×88mm
https://id.analoggamemuseum.org/api/items/1084,components,サマリーカード/2枚,AI,B93,component,サマリーカード2枚
https://id.analoggamemuseum.org/api/items/1084,components,プレイシート/1枚,AI,B93,component,プレイシート1枚
https://id.analoggamemuseum.org/api/items/1084,components,プログラムカード,AI,B93,component,プログラムカード
https://id.analoggamemuseum.org/api/items/1084,components,プログラムカード/34枚,AI,B93,component,プログラムカード34枚
https://id.analoggamemuseum.org/api/items/1084,components,説明書/1枚,AI,B93,component,説明書1枚
https://id.analoggamemuseum.org/api/items/1084,publisher,Sembourou,AI,B93,publisher,sembourou
https://id.analoggamemuseum.org/api/items/1084,publisher,仙望廊,AI,B93,publisher,仙望廊
https://id.analoggamemuseum.org/api/items/1084,datePulished,2022,AI,B93,datePublished,2022
https://id.analoggamemuseum.org/api/items/1084,contact_point,@sembourou,AI,B93,contactPoint,@sembourou
https://id.analoggamemuseum.org/api/items/1084,number_of_players,2人用,AI,B93,numberOfPlayers,2
https://id.analoggamemuseum.org/api/items/1084,game_time,15~20分,AI,B93,playTime,pt15m–pt20m
https://id.analoggamemuseum.org/api/items/1084,audience,12歳以上,AI,B93,audience,12-
https://id.analoggamemuseum.org/api/items/1084,audience,年齢 12歳以上,AI,B93,audience,年齢12-
https://id.analoggamemuseum.org/api/items/1084,responsibility_statement,グラフィックデザイン/夏芽堂コーラ,AI,B93,responsibilityStatement,グラフィックデザイン夏芽堂コーラ
https://id.analoggamemuseum.org/api/items/1084,responsibility_statement,ゲームデザイン/こかげ,AI,B93,responsibilityStatement,ゲームデザインこかげ
https://id.analoggamemuseum.org/api/items/1084,responsibility_statement,発行/仙望廊,AI,B93,responsibilityStatement,発行仙望廊
https://id.analoggamemuseum.org/api/items/1078,number_of_players,2~3人,AI,B91,numberOfPlayers,2-3
https://id.analoggamemuseum.org/api/items/1078,audience,12歳~,AI,B91,audience,12~
https://id.analoggamemuseum.org/api/items/1078,game_time,30分~,AI,B91,playTime,pt30m–inf
https://id.analoggamemuseum.org/api/items/1078,components,アクションカード(4種類):12枚,AI,B91,component,アクションカード(4種類)12枚
https://id.analoggamemuseum.org/api/items/1078,components,富国カード(4種類):9枚,AI,B91,component,富国カード(4種類)9枚
https://id.analoggamemuseum.org/api/items/1078,components,政策カード:3枚,AI,B91,component,政策カード3枚
https://id.analoggamemuseum.org/api/items/1078,components,説明書:1枚,AI,B91,component,説明書1枚
https://id.analoggamemuseum.org/api/items/1078,components,資源カード(4種類):12枚,AI,B91,component,資源カード(4種類)12枚
https://id.analoggamemuseum.org/api/items/1078,publisher,Key Unit,AI,B91,publisher,keyunit
https://id.analoggamemuseum.org/api/items/1078,publisher,Key Unit班,AI,B91,publisher,keyunit班
https://id.analoggamemuseum.org/api/items/1078,contact_point,@KeyUnit_e,AI,B91,contactPoint,@keyunit_e
https://id.analoggamemuseum.org/api/items/1078,contact_point,Key Unit班 @KeyUnit_e,AI,B91,contactPoint,keyunit班@keyunit_e
https://id.analoggamemuseum.org/api/items/1078,responsibility_statement,イラスト:りゅうや,AI,B91,responsibilityStatement,イラスト:りゅうや
https://id.analoggamemuseum.org/api/items/1078,responsibility_statement,メンバー:なおあき ひろゆき りくと,AI,B91,responsibilityStatement,メンバー:なおあきひろゆきりくと
https://id.analoggamemuseum.org/api/items/1078,responsibility_statement,製作: Key Unit,AI,B91,responsibilityStatement,製作:keyunit
https://id.analoggamemuseum.org/api/items/1078,product_name,フコクキョウヘイ,AI,B91,name,フコクキョウヘイ
https://id.analoggamemuseum.org/api/items/1088,audience,13歳以上,AI,B90,audience,13-
https://id.analoggamemuseum.org/api/items/1088,components,カード36枚,AI,B90,component,カード36枚
https://id.analoggamemuseum.org/api/items/1088,product_name,0 ゼロ,AI,B90,name,0ゼロ
https://id.analoggamemuseum.org/api/items/1088,product_name,偽善者の会,AI,B90,name,偽善者の会
https://id.analoggamemuseum.org/api/items/1088,publisher,偽善者の会,AI,B90,publisher,偽善者の会
https://id.analoggamemuseum.org/api/items/1089,game_time,5-15min,AI,B89,playTime,pt5m–pt15m
https://id.analoggamemuseum.org/api/items/1089,number_of_players,3-4人,AI,B89,numberOfPlayers,3-4
https://id.analoggamemuseum.org/api/items/1089,audience,9歳以上,AI,B89,audience,9-
https://id.analoggamemuseum.org/api/items/1089,publisher,ゲームズ,AI,B89,publisher,ゲームズ
https://id.analoggamemuseum.org/api/items/1089,publisher,洒落工房ゲームズ,AI,B89,publisher,洒落工房ゲームズ
https://id.analoggamemuseum.org/api/items/1089,publisher,螺貝ゲームズ,AI,B89,publisher,螺貝ゲームズ
https://id.analoggamemuseum.org/api/items/1089,publisher,體回ゲームズ,AI,B89,publisher,體回ゲームズ
https://id.analoggamemuseum.org/api/items/1089,product_name,ししゃも,AI,B89,name,ししゃも
https://id.analoggamemuseum.org/api/items/1026,product_name,Octo Party,AI,B9,name,octoparty
https://id.analoggamemuseum.org/api/items/1026,product_name,たこパ!,AI,B9,name,たこパ!
https://id.analoggamemuseum.org/api/items/1026,game_time,15-20 min,AI,B9,playTime,pt15m–pt20m
https://id.analoggamemuseum.org/api/items/1026,number_of_players,2-6人,AI,B9,numberOfPlayers,2-6
https://id.analoggamemuseum.org/api/items/1026,audience,6+才,AI,B9,audience,6-
https://id.analoggamemuseum.org/api/items/1026,components,ゲームカード 55枚,AI,B9,component,ゲームカード55枚
https://id.analoggamemuseum.org/api/items/1026,components,説明書 1枚,AI,B9,component,説明書1枚
https://id.analoggamemuseum.org/api/items/1026,publisher,ほうき星クエスト,AI,B9,publisher,ほうき星クエスト
https://id.analoggamemuseum.org/api/items/1026,publisher,大興印刷株式会社,AI,B9,publisher,大興印刷株式会社
https://id.analoggamemuseum.org/api/items/1026,contact_point,@comet_quest,AI,B9,contactPoint,@comet_quest
https://id.analoggamemuseum.org/api/items/1026,contact_point,Twitter @comet_quest,AI,B9,contactPoint,twitter@comet_quest
https://id.analoggamemuseum.org/api/items/1026,responsibility_statement,アートワーク: おかゆ梅,AI,B9,responsibilityStatement,アートワーク:おかゆ梅
https://id.analoggamemuseum.org/api/items/1026,responsibility_statement,イラスト: akiguri,AI,B9,responsibilityStatement,イラスト:akiguri
https://id.analoggamemuseum.org/api/items/1026,responsibility_statement,カード裏面デザイン他 説明書校正 / DTP: たむむ tmm,AI,B9,responsibilityStatement,カード裏面デザイン他説明書校正dtp:たむむtmm
https://id.analoggamemuseum.org/api/items/1026,responsibility_statement,サークルロゴ: Sui Works,AI,B9,responsibilityStatement,サークルロゴ:suiworks
https://id.analoggamemuseum.org/api/items/1026,responsibility_statement,"サークルロゴ: Sui Works, akiguri",AI,B9,responsibilityStatement,"サークルロゴ:suiworks,akiguri"
https://id.analoggamemuseum.org/api/items/1026,responsibility_statement,ロゴデザイン: メロニィレモティ,AI,B9,responsibilityStatement,ロゴデザイン:メロニィレモティ
https://id.analoggamemuseum.org/api/items/1026,responsibility_statement,印刷・製造: 大興印刷株式会社,AI,B9,responsibilityStatement,印刷製造:大興印刷株式会社
https://id.analoggamemuseum.org/api/items/1026,responsibility_statement,製作/ゲームデザイン: ほうき星クエスト,AI,B9,responsibilityStatement,製作ゲームデザイン:ほうき星クエスト
https://id.analoggamemuseum.org/api/items/1090,game_time,10-20min,AI,B88,playTime,pt10m–pt20m
https://id.analoggamemuseum.org/api/items/1090,number_of_players,2-5 People,AI,B88,numberOfPlayers,2-5
https://id.analoggamemuseum.org/api/items/1090,publisher,ONTAMA GAMES,AI,B88,publisher,ontamagames
https://id.analoggamemuseum.org/api/items/1090,components,ゲームカード36枚,AI,B88,component,ゲームカード36枚
https://id.analoggamemuseum.org/api/items/1090,components,説明書1部,AI,B88,component,説明書1部
https://id.analoggamemuseum.org/api/items/1090,product_name,DIABLA,AI,B88,name,diabla
https://id.analoggamemuseum.org/api/items/1092,number_of_players,3~6人,AI,B87,numberOfPlayers,3-6
https://id.analoggamemuseum.org/api/items/1092,game_time,20~30分,AI,B87,playTime,pt20m–pt30m
https://id.analoggamemuseum.org/api/items/1092,audience,10歳~,AI,B87,audience,10~
https://id.analoggamemuseum.org/api/items/1092,product_name,Where is my body?,AI,B87,name,whereismybody?
https://id.analoggamemuseum.org/api/items/1092,product_name,自分探しの旅,AI,B87,name,自分探しの旅
https://id.analoggamemuseum.org/api/items/1092,publisher,無限,AI,B87,publisher,無限
https://id.analoggamemuseum.org/api/items/1092,publisher,無限インフィニティ∞,AI,B87,publisher,無限インフィニティ∞
https://id.analoggamemuseum.org/api/items/1092,contact_point,@mugein_8,AI,B87,contactPoint,@mugein_8
https://id.analoggamemuseum.org/api/items/1067,product_name,ロロ,AI,B86,name,ロロ
https://id.analoggamemuseum.org/api/items/1067,product_name,被っちゃやーよ,AI,B86,name,被っちゃやーよ
https://id.analoggamemuseum.org/api/items/1067,components,プレイヤーカード(全9枚),AI,B86,component,プレイヤーカード(全9枚)
https://id.analoggamemuseum.org/api/items/1067,components,プレイヤーチップ (全5枚),AI,B86,component,プレイヤーチップ(全5枚)
https://id.analoggamemuseum.org/api/items/1067,components,特殊効果カード (全8枚),AI,B86,component,特殊効果カード(全8枚)
https://id.analoggamemuseum.org/api/items/1067,components,説明書,AI,B86,component,説明書
https://id.analoggamemuseum.org/api/items/1067,components,財宝カード(全40枚),AI,B86,component,財宝カード(全40枚)
https://id.analoggamemuseum.org/api/items/1067,number_of_players,2~5人,AI,B86,numberOfPlayers,2-5
https://id.analoggamemuseum.org/api/items/1067,audience,6歳以上,AI,B86,audience,6-
https://id.analoggamemuseum.org/api/items/1067,game_time,20~30分,AI,B86,playTime,pt20m–pt30m
https://id.analoggamemuseum.org/api/items/1067,publisher,LAU@HISM,AI,B86,publisher,lau@hism
https://id.analoggamemuseum.org/api/items/1043,product_name,GREY,AI,B83,name,grey
https://id.analoggamemuseum.org/api/items/1043,product_name,UFO,AI,B83,name,ufo
https://id.analoggamemuseum.org/api/items/1043,product_name,Unidentified Flying Object UFO CARDGAME,AI,B83,name,unidentifiedflyingobjectufocardgame
https://id.analoggamemuseum.org/api/items/1043,product_name,Unidentified Flying number Object,AI,B83,name,unidentifiedflyingnumberobject
https://id.analoggamemuseum.org/api/items/1043,product_name,Unidentified Flying number Object UFO,AI,B83,name,unidentifiedflyingnumberobjectufo
https://id.analoggamemuseum.org/api/items/1043,components,カード 113枚,AI,B83,component,カード113枚
https://id.analoggamemuseum.org/api/items/1043,components,カード・・・ 113枚,AI,B83,component,カード・・・113枚
https://id.analoggamemuseum.org/api/items/1043,components,シークレット 4枚,AI,B83,component,シークレット4枚
https://id.analoggamemuseum.org/api/items/1043,components,プレイルール 1枚,AI,B83,component,プレイルール1枚
https://id.analoggamemuseum.org/api/items/1043,components,数字カード 76枚,AI,B83,component,数字カード76枚
https://id.analoggamemuseum.org/api/items/1043,components,数字カード・・・ 76枚,AI,B83,component,数字カード・・・76枚
https://id.analoggamemuseum.org/api/items/1043,components,記号カード 32枚,AI,B83,component,記号カード32枚
https://id.analoggamemuseum.org/api/items/1043,components,記号カード・・・ 32枚,AI,B83,component,記号カード・・・32枚
https://id.analoggamemuseum.org/api/items/1043,contact_point,03-3202-2633,AI,B83,contactPoint,03-3202-2633
https://id.analoggamemuseum.org/api/items/1043,contact_point,http://www.cyberdyne.co.jp/ufo,AI,B83,contactPoint,www.cyberdyne.co.jp/ufo
https://id.analoggamemuseum.org/api/items/1043,contact_point,solidgame@cyberdyne.co.jp,AI,B83,contactPoint,solidgame@cyberdyne.co.jp
https://id.analoggamemuseum.org/api/items/1043,barcode,4580666790201,AI,B83,barcode,4580666790201
https://id.analoggamemuseum.org/api/items/1043,publisher,FLYING SHARK,AI,B83,publisher,flyingshark
https://id.analoggamemuseum.org/api/items/1043,publisher,サイバーダイン株式会社,AI,B83,publisher,サイバーダイン株式会社
https://id.analoggamemuseum.org/api/items/1043,publisher,株式会社スタジオハード,AI,B83,publisher,株式会社スタジオハード
https://id.analoggamemuseum.org/api/items/1043,number_of_players,2+,AI,B83,numberOfPlayers,2+
https://id.analoggamemuseum.org/api/items/1043,number_of_players,2-4,AI,B83,numberOfPlayers,2-4
https://id.analoggamemuseum.org/api/items/1043,number_of_players,2人,AI,B83,numberOfPlayers,2
https://id.analoggamemuseum.org/api/items/1043,game_time,10min,AI,B83,playTime,pt10m
https://id.analoggamemuseum.org/api/items/1043,audience,7+,AI,B83,audience,7-
https://id.analoggamemuseum.org/api/items/1043,audience,8+,AI,B83,audience,8-
https://id.analoggamemuseum.org/api/items/1052,product_name,Tamamlandı,AI,B85,name,tamamlandı
https://id.analoggamemuseum.org/api/items/1052,product_name,タマランド,AI,B85,name,タマランド
https://id.analoggamemuseum.org/api/items/1052,number_of_players,1人でも6人でも,AI,B85,numberOfPlayers,1でも6でも
https://id.analoggamemuseum.org/api/items/1052,components,タイルカード 各4枚 (6人分),AI,B85,component,タイルカード各4枚(6人分)
https://id.analoggamemuseum.org/api/items/1052,components,トレカサイズカード 36枚,AI,B85,component,トレカサイズカード36枚
https://id.analoggamemuseum.org/api/items/1052,components,注文カード 12枚,AI,B85,component,注文カード12枚
https://id.analoggamemuseum.org/api/items/1052,components,説明書 1枚,AI,B85,component,説明書1枚
https://id.analoggamemuseum.org/api/items/1052,publisher,こげこげ堂本舗,AI,B85,publisher,こげこげ堂本舗
https://id.analoggamemuseum.org/api/items/1042,product_name,バイク女子カードバトル(仮),AI,B84,name,バイク女子カードバトル(仮)
https://id.analoggamemuseum.org/api/items/1042,components,フランクカード×5枚,AI,B84,component,フランクカード×5枚
https://id.analoggamemuseum.org/api/items/1042,publisher,UWAGAKI LAB,AI,B84,publisher,uwagakilab
https://id.analoggamemuseum.org/api/items/1041,product_name,Kingdom Spirits,AI,B82,name,kingdomspirits
https://id.analoggamemuseum.org/api/items/1041,product_name,NIM&S,AI,B82,name,nim&s
https://id.analoggamemuseum.org/api/items/1041,product_name,キングダムスピリッツ,AI,B82,name,キングダムスピリッツ
https://id.analoggamemuseum.org/api/items/1041,number_of_players,2人,AI,B82,numberOfPlayers,2
https://id.analoggamemuseum.org/api/items/1041,publisher,SHUNROID,AI,B82,publisher,shunroid
https://id.analoggamemuseum.org/api/items/1041,game_time,5~20分,AI,B82,playTime,pt5m–pt20m
https://id.analoggamemuseum.org/api/items/1041,audience,8歳以上,AI,B82,audience,8-
https://id.analoggamemuseum.org/api/items/1041,components,サマリー 2枚,AI,B82,component,サマリー2枚
https://id.analoggamemuseum.org/api/items/1041,components,ルールブック 2枚,AI,B82,component,ルールブック2枚
https://id.analoggamemuseum.org/api/items/1041,components,傭兵カード 16枚,AI,B82,component,傭兵カード16枚
https://id.analoggamemuseum.org/api/items/1041,components,勝利カウントカード 2枚,AI,B82,component,勝利カウントカード2枚
https://id.analoggamemuseum.org/api/items/1041,components,勝利カウントキューブ 2個,AI,B82,component,勝利カウントキューブ2個
https://id.analoggamemuseum.org/api/items/1041,components,国力カード: 14枚,AI,B82,component,国力カード14枚
https://id.analoggamemuseum.org/api/items/1041,components,魔力キューブ 20個,AI,B82,component,魔力キューブ20個
https://id.analoggamemuseum.org/api/items/1041,contact_point,https://shunroid.com/ks/,AI,B82,contactPoint,shunroid.com/ks
https://id.analoggamemuseum.org/api/items/1041,responsibility_statement,スペシャルサンクス ふみんちゅ、ヤマギシー,AI,B82,responsibilityStatement,"スペシャルサンクスふみんちゅ,ヤマギシー"
https://id.analoggamemuseum.org/api/items/1041,responsibility_statement,制作・デザイン SHUNROID,AI,B82,responsibilityStatement,制作デザインshunroid
https://id.analoggamemuseum.org/api/items/1037,product_name,Finding Heroes,AI,B80,name,findingheroes
https://id.analoggamemuseum.org/api/items/1037,product_name,ファインティング ヒーローズ,AI,B80,name,ファインティングヒーローズ
https://id.analoggamemuseum.org/api/items/1037,product_name,ファインディングヒーローズ,AI,B80,name,ファインディングヒーローズ
https://id.analoggamemuseum.org/api/items/1037,publisher,Red Games,AI,B80,publisher,redgames
https://id.analoggamemuseum.org/api/items/1037,publisher,Red i Games,AI,B80,publisher,redigames
https://id.analoggamemuseum.org/api/items/1037,contact_point,943-0823 新潟県上越市高土町3-7-21,AI,B80,contactPoint,943-0823新潟県上越市高土町3-7-21
https://id.analoggamemuseum.org/api/items/1037,contact_point,〒943-0823 新潟県上越市高土町3-7-21,AI,B80,contactPoint,〒943-0823新潟県上越市高土町3-7-21
https://id.analoggamemuseum.org/api/items/1037,components,アクションカード 20枚,AI,B80,component,アクションカード20枚
